# Every line that begins with # is a comment
# File name format: graph_n_m.txt, where n: number of vertices and m: number of edges
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Each "square" is 100x100.
# Vertices: Index, SquareX, SquareY
Vertices
206,689,861
206,690,646
206,693,648
206,694,781
206,696,238
206,700,451
206,709,836
206,710,813
206,715,197
206,729,755
206,730,742
206,735,886
206,736,319
206,746,344
206,750,402
206,765,475
206,767,313
206,776,779
206,782,675
206,783,613
206,784,472
206,787,326
206,788,863
206,791,731
206,794,846
206,797,593
206,798,1218
206,799,797
206,803,213
206,808,188
206,812,323
206,826,625
206,827,902
206,829,477
206,830,328
206,831,198
206,837,373
206,840,755
206,843,1177
206,844,977
206,849,937
206,850,661
206,856,855
206,862,794
206,867,1023
206,868,1091
206,869,1049
206,874,582
206,877,1081
206,881,671
206,884,875
206,885,1219
206,893,969
206,894,263
206,895,1016
206,896,1246
206,897,239
206,898,598
206,899,710
206,903,735
206,904,656
206,907,648
206,909,568
206,910,466
206,914,85
206,917,1005
206,922,771
206,925,128
206,926,284
206,927,631
206,929,800
206,933,784
206,940,910
206,949,778
206,956,1222
206,957,528
206,960,162
206,968,113
206,971,413
206,975,429
206,977,380
206,979,853
206,980,301
206,984,761
206,985,755
206,990,114
206,994,279
206,998,116
206,999,1095
207,217,786
207,218,588
207,219,767
207,226,394
207,227,291
207,228,665
207,235,920
207,238,495
207,239,318
207,240,690
207,241,744
207,243,224
207,253,368
207,254,1264
207,259,256
207,268,619
207,276,1164
207,277,695
207,278,1275
207,283,671
207,286,914
207,291,486
207,300,142
207,301,918
207,303,859
207,304,436
207,306,1130
207,309,1405
207,312,147
207,313,695
207,316,410
207,317,832
207,321,977
207,329,475
207,330,454
207,333,271
207,334,458
207,339,929
207,343,1225
207,344,270
207,349,150
207,358,1068
207,361,995
207,366,1266
207,370,146
207,377,257
207,382,177
207,385,493
207,389,492
207,393,788
207,395,414
207,397,749
207,399,143
207,407,526
207,408,270
207,411,184
207,413,498
207,416,287
207,417,759
207,424,505
207,425,305
207,427,315
207,431,460
207,438,917
207,441,696
207,443,271
207,446,1104
207,451,251
207,452,1620
207,453,372
207,458,519
207,460,156
207,461,420
207,463,520
207,464,324
207,466,680
207,472,487
207,474,1408
207,480,1093
207,488,468
207,491,822
207,505,777
207,506,555
207,508,391
207,510,762
207,514,1181
207,520,506
207,522,1335
207,526,271
207,527,590
207,530,676
207,531,328
207,533,1033
207,534,686
207,551,467
207,558,783
207,560,1065
207,562,377
207,563,607
207,567,447
207,568,283
207,574,12
207,578,277
207,579,68
207,582,679
207,583,496
207,589,699
207,591,699
207,596,405
207,597,434
207,600,549
207,604,683
207,606,466
207,612,491
207,614,780
207,620,754
207,621,233
207,624,694
207,625,350
207,628,537
207,632,136
207,664,526
207,667,821
207,677,435
207,679,988
207,682,899
207,684,410
207,686,813
207,690,767
207,692,415
207,699,255
207,704,599
207,709,685
207,711,221
207,715,492
207,716,333
207,718,352
207,720,166
207,727,799
207,733,210
207,735,228
207,737,583
207,740,195
207,742,1167
207,743,80
207,746,189
207,748,485
207,749,502
207,750,77
207,751,1051
207,756,753
207,758,466
207,760,564
207,761,316
207,764,509
207,766,142
207,768,867
207,771,242
207,786,605
207,787,537
207,793,660
207,799,364
207,801,367
207,804,532
207,807,238
207,810,558
207,811,81
207,812,510
207,816,664
207,817,354
207,818,989
207,824,144
207,828,236
207,830,286
207,832,514
207,838,1138
207,841,407
207,842,370
207,843,771
207,845,914
207,848,571
207,849,216
207,853,558
207,859,901
207,862,933
207,864,288
207,865,451
207,867,180
207,871,674
207,877,601
207,878,816
207,881,691
207,886,182
207,888,309
207,890,614
207,905,402
207,908,596
207,919,580
207,928,396
207,930,1015
207,932,209
207,933,739
207,936,865
207,937,400
207,941,798
207,943,1058
207,946,1220
207,947,281
207,948,667
207,949,524
207,952,488
207,953,878
207,954,100
207,958,371
207,962,383
207,965,842
207,968,409
207,969,259
207,972,279
207,973,258
207,974,563
207,975,299
207,976,385
207,979,1158
207,988,655
207,992,111
207,995,238
207,996,678
207,997,386
207,998,701
208,209,1150
208,210,476
208,211,611
208,215,516
208,216,943
208,220,629
208,222,713
208,224,1217
208,225,1002
208,227,396
208,228,1022
208,231,132
208,240,699
208,244,725
208,245,682
208,247,869
208,248,696
208,250,585
208,254,1133
208,257,324
208,261,730
208,265,1120
208,268,1001
208,270,749
208,273,727
208,276,1190
208,277,1080
208,292,1154
208,293,561
208,296,1678
208,304,1178
208,305,816
208,311,1088
208,313,927
208,314,700
208,315,1232
208,319,1797
208,324,543
208,325,1667
208,328,1098
208,336,1110
208,340,31
208,347,1611
208,349,529
208,361,1035
208,364,493
208,366,1234
208,367,781
208,374,717
208,376,881
208,379,769
208,380,118
208,388,807
208,390,396
208,400,1211
208,402,1123
208,403,1463
208,407,748
208,409,519
208,425,53
208,428,835
208,431,643
208,433,956
208,434,1483
208,435,602
208,437,779
208,438,1129
208,439,555
208,441,1983
208,443,761
208,446,1008
208,448,722
208,449,1487
208,455,153
208,462,634
208,463,1210
208,467,333
208,468,1209
208,470,175
208,475,1251
208,477,2020
208,482,1384
208,486,156
208,487,891
208,489,730
208,490,823
208,491,808
208,493,381
208,496,891
208,498,656
208,500,547
208,502,745
208,503,1117
208,515,964
208,516,494
208,519,1185
208,520,1000
208,525,410
208,532,273
208,533,1189
208,537,586
208,540,1355
208,544,1064
208,547,931
208,549,73
208,550,601
208,552,696
208,553,941
208,555,833
208,556,1209
208,563,883
208,564,775
208,565,915
208,570,1477
208,572,700
208,573,699
208,575,702
208,576,1567
208,577,1116
208,580,896
208,585,672
208,589,1841
208,590,522
208,592,1157
208,594,830
208,595,552
208,600,764
208,602,34
208,604,906
208,606,679
208,610,1093
208,611,940
208,615,852
208,616,991
208,619,1457
208,620,956
208,621,210
208,627,126
208,631,913
208,632,380
208,638,1160
208,643,889
208,646,146
208,648,825
208,651,1580
208,661,528
208,662,939
208,663,310
208,664,90
208,679,1142
208,681,1039
208,686,1071
208,692,492
208,695,1041
208,696,593
208,702,1063
208,703,554
208,704,791
208,713,1047
208,720,153
208,721,493
208,722,642
208,726,834
208,734,938
208,736,1823
208,747,877
208,748,992
208,754,738
208,756,1280
208,758,724
208,760,796
208,761,568
208,762,808
208,764,667
208,771,543
208,780,591
208,785,677
208,786,1223
208,787,1178
208,788,1087
208,794,1062
208,795,768
208,796,648
208,797,743
208,799,106
208,802,362
208,805,742
208,809,1386
208,810,1362
208,813,667
208,814,665
208,820,628
208,823,685
208,826,401
208,827,109
208,838,1114
208,839,702
208,848,779
208,850,1418
208,852,439
208,855,1471
208,857,751
208,859,1123
208,861,1264
208,863,1085
208,866,950
208,867,275
208,869,1564
208,870,709
208,874,396
208,875,870
208,876,309
208,886,263
208,887,846
208,890,863
208,891,613
208,893,826
208,895,1515
208,897,759
208,900,378
208,901,1014
208,904,500
208,905,705
208,907,724
208,908,1300
208,909,1243
208,910,666
208,913,1403
208,914,1041
208,915,1484
208,916,1383
208,924,1283
208,932,288
208,935,267
208,937,420
208,941,1269
208,948,365
208,953,1163
208,954,316
208,955,992
208,958,1091
208,965,1468
208,977,443
208,981,630
208,986,683
208,988,687
208,991,1304
208,992,498
208,996,755
208,999,650
209,220,1086
209,222,1296
209,226,598
209,229,779
209,230,622
209,233,753
209,235,992
209,236,673
209,242,146
209,243,621
209,244,969
209,245,846
209,246,650
209,250,570
209,251,1139
209,256,204
209,259,450
209,266,750
209,267,863
209,268,1107
209,276,1014
209,285,1254
209,290,546
209,291,481
209,292,1140
209,293,764
209,296,749
209,299,1566
209,301,1693
209,305,591
209,306,1288
209,308,610
209,309,1044
209,311,964
209,312,697
209,315,382
209,324,955
209,326,1008
209,332,838
209,333,749
209,337,645
209,343,1204
209,345,760
209,347,1352
209,348,641
209,349,528
209,355,1134
209,356,995
209,366,1464
209,368,1265
209,378,1196
209,389,507
209,400,135
209,411,590
209,412,504
209,417,1174
209,418,801
209,419,372
209,420,542
209,423,999
209,426,34
209,433,155
209,438,1615
209,440,331
209,441,848
209,443,641
209,450,1194
209,455,988
209,456,609
209,463,235
209,464,908
209,466,1000
209,467,773
209,469,746
209,473,1415
209,474,1019
209,484,636
209,486,1042
209,487,424
209,488,470
209,489,892
209,491,1158
209,494,1154
209,501,214
209,502,917
209,503,599
209,504,1207
209,505,1010
209,514,870
209,515,117
209,518,1043
209,524,958
209,528,438
209,529,1159
209,530,1163
209,534,1581
209,537,664
209,553,1241
209,554,619
209,555,759
209,557,889
209,560,1507
209,564,1734
209,566,435
209,571,933
209,581,983
209,583,1372
209,586,1109
209,587,1074
209,589,560
209,595,696
209,596,819
209,598,1610
209,604,801
209,606,892
209,607,928
209,608,764
209,615,1101
209,616,1132
209,620,1200
209,621,1087
209,624,672
209,627,1186
209,629,158
209,636,1062
209,638,1018
209,639,1270
209,642,791
209,645,1241
209,646,1012
209,651,343
209,652,1036
209,655,828
209,664,1124
209,667,934
209,669,1163
209,670,789
209,672,806
209,673,832
209,674,1008
209,677,248
209,683,731
209,684,500
209,685,733
209,688,807
209,689,907
209,690,1107
209,694,729
209,698,1155
209,699,527
209,701,944
209,703,1610
209,707,968
209,710,1541
209,723,1196
209,724,669
209,726,1466
209,728,954
209,730,624
209,731,942
209,734,1049
209,736,504
209,752,710
209,757,747
209,760,351
209,761,532
209,773,871
209,779,1015
209,781,360
209,783,698
209,786,756
209,790,842
209,791,1896
209,793,112
209,797,150
209,800,730
209,801,269
209,805,413
209,806,1343
209,809,1413
209,813,598
209,814,717
209,815,665
209,824,522
209,826,799
209,827,864
209,829,795
209,830,364
209,831,276
209,840,921
209,843,1529
209,848,575
209,853,829
209,857,496
209,859,127
209,862,1074
209,864,912
209,874,1017
209,876,572
209,881,956
209,882,615
209,884,1171
209,889,1178
209,890,987
209,894,518
209,898,1177
209,900,1728
209,902,863
209,903,900
209,904,636
209,908,326
209,910,1187
209,918,1133
209,924,1496
209,926,345
209,933,1142
209,940,991
209,941,631
209,942,1049
209,948,1007
209,951,1489
209,953,1669
209,954,1161
209,955,1201
209,957,669
209,960,371
209,963,761
209,967,1053
209,974,532
209,976,961
209,977,554
209,979,1236
209,980,144
209,984,1392
209,987,1593
209,988,796
209,992,750
209,994,489
209,999,1880
210,215,149
210,221,1104
210,224,648
210,227,567
210,231,497
210,233,595
210,236,930
210,243,508
210,246,435
210,247,709
210,249,707
210,252,442
210,253,268
210,254,1165
210,255,461
210,264,531
210,271,248
210,273,728
210,274,471
210,276,942
210,277,482
210,278,544
210,285,917
210,287,997
210,289,1103
210,290,1062
210,291,734
210,292,1006
210,294,320
210,295,334
210,301,568
210,307,673
210,311,338
210,312,241
210,314,609
210,317,294
210,318,740
210,327,609
210,328,413
210,329,788
210,332,217
210,338,530
210,343,749
210,345,247
210,347,932
210,349,414
210,350,397
210,357,609
210,361,911
210,362,458
210,365,562
210,367,685
210,369,257
210,374,1083
210,376,662
210,380,668
210,381,124
210,382,477
210,383,397
210,387,302
210,390,317
210,391,622
210,394,705
210,395,272
210,398,412
210,399,364
210,400,832
210,402,451
210,403,420
210,413,777
210,421,487
210,425,404
210,426,1483
210,430,636
210,431,499
210,432,153
210,434,503
210,436,686
210,437,1355
210,441,984
210,444,297
210,448,630
210,455,278
210,462,153
210,463,1024
210,467,250
210,475,860
210,481,388
210,482,762
210,495,846
210,497,554
210,498,296
210,500,421
210,503,931
210,504,33
210,507,273
210,510,681
210,514,925
210,515,1186
210,521,309
210,523,851
210,524,496
210,529,841
210,534,469
210,536,861
210,537,479
210,539,1057
210,547,380
210,549,645
210,551,635
210,556,629
210,557,192
210,560,578
210,565,811
210,569,159
210,574,334
210,575,686
210,577,878
210,579,544
210,582,1230
210,584,214
210,586,902
210,594,1229
210,598,300
210,608,923
210,626,815
210,634,846
210,636,818
210,637,650
210,640,1159
210,642,318
210,644,598
210,645,630
210,646,283
210,648,814
210,652,754
210,660,542
210,666,346
210,667,805
210,669,168
210,678,565
210,680,1017
210,681,1138
210,684,1078
210,687,641
210,696,634
210,697,410
210,711,531
210,715,552
210,716,594
210,726,472
210,730,479
210,734,164
210,737,861
210,740,183
210,745,517
210,747,1187
210,748,536
210,749,271
210,753,583
210,756,901
210,758,758
210,762,405
210,764,1033
210,768,919
210,773,1160
210,774,668
210,783,508
210,785,517
210,786,797
210,787,633
210,792,937
210,806,205
210,809,538
210,811,313
210,815,431
210,820,156
210,828,240
210,831,1247
210,832,70
210,835,307
210,839,355
210,844,1223
210,852,594
210,853,701
210,855,799
210,857,487
210,868,1280
210,869,755
210,870,444
210,872,464
210,874,478
210,876,608
210,877,637
210,884,1095
210,888,1031
210,892,267
210,896,591
210,900,45
210,902,1550
210,905,1124
210,907,402
210,908,1442
210,910,466
210,911,504
210,913,868
210,918,709
210,921,23
210,922,149
210,925,998
210,929,271
210,936,127
210,939,863
210,941,1002
210,942,1099
210,943,324
210,944,774
210,947,501
210,964,474
210,967,814
210,969,896
210,972,272
210,977,401
210,978,495
210,979,553
210,981,573
210,982,561
210,989,371
210,990,716
210,991,720
210,992,829
210,996,766
210,997,423
211,215,525
211,216,816
211,217,865
211,220,739
211,226,673
211,227,102
211,231,351
211,234,1071
211,237,149
211,238,683
211,240,1021
211,245,771
211,246,515
211,247,479
211,248,893
211,253,904
211,255,866
211,256,224
211,257,878
211,262,525
211,269,673
211,271,1113
211,272,212
211,273,277
211,274,876
211,277,968
211,279,127
211,287,794
211,295,414
211,297,245
211,301,1315
211,306,814
211,310,277
211,311,731
211,312,379
211,314,400
211,317,727
211,319,1018
211,322,1097
211,325,940
211,332,569
211,340,562
211,341,338
211,342,318
211,344,814
211,345,517
211,346,338
211,351,678
211,357,534
211,358,1300
211,361,959
211,362,224
211,363,859
211,364,570
211,367,304
211,372,335
211,373,888
211,377,607
211,379,350
211,384,764
211,391,880
211,397,592
211,398,438
211,400,612
211,401,689
211,409,725
211,413,578
211,417,897
211,418,451
211,424,1181
211,426,377
211,447,489
211,450,857
211,465,403
211,466,846
211,468,227
211,474,809
211,476,881
211,481,481
211,482,558
211,487,710
211,490,1227
211,492,506
211,495,1193
211,500,245
211,501,233
211,502,725
211,505,1157
211,506,581
211,513,896
211,516,44
211,517,475
211,521,1038
211,523,960
211,527,766
211,531,501
211,537,512
211,539,362
211,542,792
211,544,1033
211,551,549
211,553,1336
211,554,870
211,555,494
211,560,999
211,564,964
211,569,696
211,571,562
211,576,1176
211,577,1006
211,582,681
211,583,767
211,585,769
211,589,874
211,593,1134
211,604,941
211,607,704
211,610,690
211,618,1463
211,619,594
211,626,818
211,630,1023
211,636,711
211,640,237
211,643,806
211,644,495
211,646,501
211,649,375
211,656,1321
211,657,232
211,661,268
211,667,1508
211,672,484
211,677,242
211,681,605
211,682,260
211,686,934
211,689,490
211,694,654
211,697,1313
211,700,298
211,703,532
211,711,184
211,713,1018
211,717,909
211,718,110
211,719,396
211,721,486
211,744,1058
211,748,649
211,754,54
211,755,823
211,765,453
211,766,366
211,776,610
211,779,1122
211,780,239
211,785,774
211,788,986
211,791,1475
211,794,945
211,798,577
211,805,554
211,808,295
211,820,714
211,822,823
211,824,314
211,829,772
211,833,49
211,836,345
211,839,269
211,841,718
211,846,685
211,851,597
211,858,676
211,859,418
211,864,506
211,873,710
211,874,267
211,875,1087
211,880,702
211,885,853
211,886,211
211,892,566
211,893,715
211,895,1159
211,896,478
211,902,579
211,903,781
211,906,892
211,909,874
211,910,564
211,911,962
211,915,1043
211,922,1171
211,927,360
211,929,955
211,931,410
211,944,1072
211,948,640
211,949,1265
211,951,1138
211,958,418
211,964,963
211,965,769
211,969,153
211,970,503
211,974,584
211,981,413
211,985,908
211,986,331
211,987,895
211,991,927
211,995,27
211,996,566
212,214,197
212,221,875
212,227,643
212,230,290
212,234,152
212,236,426
212,237,423
212,238,203
212,240,328
212,241,683
212,244,255
212,266,429
212,273,586
212,275,446
212,277,580
212,283,375
212,288,462
212,295,152
212,296,914
212,297,548
212,298,554
212,306,1157
212,309,949
212,312,197
212,313,467
212,320,410
212,322,674
212,324,198
212,326,830
212,330,824
212,331,341
212,333,426
212,335,248
212,337,607
212,342,910
212,347,1230
212,357,405
212,359,1055
212,362,387
212,364,69
212,368,568
212,379,653
212,383,392
212,386,484
212,389,532
212,391,456
212,395,118
212,399,202
212,400,721
212,401,611
212,403,304
212,408,653
212,410,779
212,412,393
212,413,417
212,414,1045
212,416,473
212,418,142
212,419,582
212,426,924
212,430,503
212,433,699
212,434,630
212,438,744
212,439,893
212,441,689
212,443,189
212,444,414
212,447,829
212,448,717
212,451,160
212,452,870
212,453,89
212,454,1213
212,455,531
212,459,510
212,461,177
212,465,423
212,466,159
212,470,851
212,476,400
212,482,362
212,488,490
212,498,408
212,499,173
212,501,985
212,503,462
212,505,655
212,506,415
212,508,526
212,512,700
212,513,612
212,514,1077
212,517,436
212,519,317
212,524,404
212,531,406
212,533,460
212,537,430
212,545,328
212,547,354
212,556,472
212,561,176
212,565,937
212,567,438
212,568,325
212,569,498
212,571,735
212,575,762
212,576,990
212,584,187
212,595,183
212,601,130
212,606,233
212,611,487
212,614,527
212,616,862
212,619,526
212,621,522
212,622,358
212,625,448
212,627,738
212,628,306
212,629,733
212,630,330
212,632,407
212,634,588
212,636,503
212,639,561
212,640,854
212,643,1168
212,647,570
212,652,921
212,659,1241
212,661,326
212,666,264
212,669,267
212,670,466
212,671,377
212,672,66
212,673,42
212,676,426
212,688,423
212,692,55
212,693,629
212,694,453
212,700,253
212,701,328
212,703,57
212,704,408
212,705,107
212,713,550
212,716,339
212,717,509
212,718,671
212,721,114
212,723,592
212,724,1103
212,730,425
212,731,230
212,732,408
212,733,402
212,738,365
212,739,442
212,742,815
212,743,446
212,746,370
212,747,686
212,749,319
212,751,1027
212,754,571
212,755,780
212,756,626
212,757,78
212,758,701
212,761,283
212,763,520
212,768,778
212,769,310
212,771,359
212,772,429
212,776,138
212,780,368
212,785,279
212,795,575
212,796,287
212,798,562
212,799,599
212,800,87
212,804,493
212,817,105
212,822,426
212,823,256
212,824,312
212,826,231
212,832,181
212,833,737
212,834,241
212,836,200
212,837,581
212,838,434
212,841,396
212,844,982
212,847,426
212,851,245
212,854,522
212,857,319
212,868,657
212,870,263
212,879,81
212,882,262
212,884,554
212,891,230
212,892,337
212,893,722
212,895,1016
212,896,649
212,902,631
212,908,1214
212,910,244
212,913,1090
212,917,191
212,918,803
212,919,359
212,923,474
212,925,673
212,930,582
212,931,217
212,938,258
212,941,487
212,944,504
212,945,556
212,947,572
212,948,376
212,949,266
212,952,749
212,953,746
212,954,230
212,956,231
212,958,390
212,962,422
212,972,81
212,975,649
212,980,940
212,981,500
212,986,457
212,987,775
212,991,625
212,992,365
212,995,579
212,998,768
213,217,949
213,225,1519
213,226,806
213,230,496
213,234,86
213,238,67
213,239,656
213,240,358
213,254,1489
213,259,716
213,262,314
213,264,639
213,265,1284
213,269,896
213,275,174
213,276,1718
213,277,557
213,279,717
213,287,944
213,290,1675
213,292,1814
213,295,192
213,300,422
213,303,584
213,311,413
213,321,1355
213,323,975
213,324,193
213,333,526
213,338,604
213,339,1197
213,342,1266
213,343,822
213,344,119
213,349,436
213,354,584
213,355,766
213,358,997
213,360,104
213,365,333
213,368,661
213,372,825
213,374,832
213,375,667
213,379,789
213,381,20
213,394,707
213,396,150
213,404,1250
213,405,1444
213,407,587
213,408,560
213,409,204
213,410,792
213,413,638
213,414,833
213,416,424
213,417,1328
213,418,479
213,422,631
213,425,406
213,430,886
213,431,604
213,432,261
213,447,400
213,454,1080
213,455,310
213,458,458
213,461,608
213,466,159
213,471,306
213,478,1113
213,482,586
213,488,730
213,489,154
213,491,533
213,494,653
213,508,1217
213,509,845
213,510,1040
213,515,957
213,521,465
213,527,536
213,528,608
213,529,720
213,530,301
213,536,694
213,539,1139
213,546,491
213,547,399
213,550,570
213,552,292
213,555,682
213,557,263
213,559,477
213,561,462
213,564,435
213,570,954
213,572,401
213,583,344
213,584,283
213,586,1632
213,587,255
213,592,1278
213,593,268
213,595,441
213,596,396
213,598,311
213,599,945
213,603,1083
213,604,924
213,606,556
213,607,140
213,608,903
213,611,1155
213,613,845
213,625,761
213,626,1540
213,628,136
213,636,591
213,641,1132
213,643,884
213,644,650
213,645,721
213,651,1016
213,664,464
213,671,597
213,676,505
213,678,624
213,681,877
213,685,314
213,689,407
213,690,500
213,692,310
213,698,939
213,699,973
213,700,319
213,702,952
213,704,596
213,706,335
213,709,28
213,713,646
213,719,477
213,724,932
213,725,811
213,728,186
213,729,833
213,737,872
213,740,195
213,745,551
213,747,901
213,754,604
213,755,915
213,756,1273
213,759,468
213,762,651
213,763,1123
213,766,305
213,768,969
213,769,452
213,775,1201
213,777,642
213,779,722
213,780,557
213,785,654
213,786,698
213,789,501
213,798,243
213,799,271
213,801,886
213,803,752
213,809,618
213,812,595
213,813,589
213,817,297
213,821,320
213,823,423
213,831,822
213,833,1069
213,834,446
213,835,423
213,837,914
213,841,567
213,844,907
213,847,609
213,850,1535
213,851,90
213,852,392
213,853,563
213,857,904
213,863,515
213,864,369
213,866,1028
213,872,488
213,874,813
213,875,733
213,878,928
213,881,344
213,883,888
213,884,711
213,886,606
213,887,377
213,898,424
213,900,55
213,901,822
213,904,708
213,906,758
213,911,606
213,920,726
213,922,356
213,929,206
213,930,801
213,932,286
213,937,69
213,945,395
213,953,937
213,956,384
213,957,906
213,959,632
213,961,851
213,962,407
213,964,522
213,966,358
213,969,578
213,971,670
213,974,685
213,975,593
213,984,257
213,985,664
213,988,631
213,989,403
214,215,263
214,218,383
214,220,300
214,222,146
214,224,498
214,225,499
214,226,199
214,227,616
214,230,546
214,231,619
214,232,533
214,235,236
214,237,887
214,238,739
214,243,627
214,244,208
214,245,121
214,247,535
214,250,227
214,254,583
214,255,99
214,260,269
214,262,673
214,267,106
214,275,392
214,283,248
214,285,372
214,287,455
214,288,371
214,292,670
214,293,102
214,294,775
214,296,539
214,301,298
214,303,473
214,306,437
214,307,517
214,309,523
214,310,399
214,311,248
214,315,545
214,316,184
214,318,566
214,322,943
214,323,416
214,326,410
214,334,565
214,340,1094
214,341,1030
214,346,573
214,348,195
214,349,317
214,358,1014
214,361,432
214,362,453
214,372,774
214,373,417
214,376,328
214,377,774
214,380,1141
214,381,686
214,386,580
214,388,416
214,389,623
214,399,343
214,400,1067
214,401,729
214,405,481
214,407,286
214,408,708
214,409,241
214,410,477
214,412,799
214,414,511
214,425,597
214,432,604
214,443,156
214,450,755
214,451,345
214,454,666
214,460,530
214,464,426
214,467,544
214,470,846
214,473,660
214,484,258
214,487,557
214,491,236
214,492,606
214,497,308
214,499,181
214,500,425
214,503,385
214,505,309
214,507,673
214,508,945
214,509,538
214,510,422
214,525,613
214,532,619
214,538,506
214,540,396
214,564,726
214,568,199
214,573,92
214,579,326
214,580,287
214,596,110
214,599,541
214,601,305
214,602,897
214,603,885
214,604,489
214,606,184
214,607,457
214,611,306
214,615,403
214,617,1083
214,618,567
214,622,435
214,629,740
214,633,696
214,634,1092
214,638,470
214,641,579
214,644,579
214,645,155
214,649,715
214,655,523
214,659,630
214,661,368
214,663,441
214,664,685
214,665,543
214,667,739
214,672,402
214,673,260
214,674,271
214,675,318
214,679,593
214,682,698
214,685,251
214,687,368
214,690,178
214,695,220
214,697,490
214,698,267
214,699,690
214,708,483
214,710,901
214,723,456
214,725,551
214,726,375
214,729,392
214,732,428
214,734,444
214,743,363
214,745,410
214,747,759
214,750,530
214,752,737
214,754,1045
214,755,423
214,762,764
214,765,160
214,766,376
214,767,274
214,771,188
214,775,711
214,781,511
214,786,400
214,789,725
214,790,130
214,795,492
214,797,808
214,798,901
214,805,360
214,814,410
214,822,263
214,823,315
214,826,430
214,835,334
214,839,320
214,842,677
214,843,191
214,846,510
214,848,387
214,850,1084
214,851,565
214,853,165
214,862,351
214,863,272
214,865,1170
214,868,399
214,873,530
214,875,249
214,877,253
214,880,461
214,888,523
214,892,979
214,893,261
214,894,515
214,896,705
214,897,654
214,899,566
214,900,386
214,906,469
214,907,205
214,912,333
214,918,482
214,922,338
214,924,565
214,932,346
214,934,860
214,939,914
214,942,562
214,943,516
214,946,542
214,950,634
214,952,337
214,957,372
214,958,477
214,959,238
214,962,773
214,965,767
214,968,485
214,969,460
214,970,277
214,973,718
214,974,328
214,976,379
214,985,520
214,990,453
214,991,369
214,993,649
214,997,50
214,998,729
215,216,393
215,224,585
215,225,684
215,226,351
215,228,921
215,229,599
215,232,670
215,233,355
215,234,126
215,237,477
215,238,176
215,241,691
215,243,499
215,244,182
215,254,1122
215,257,262
215,259,474
215,261,328
215,264,661
215,267,301
215,269,744
215,271,347
215,274,352
215,280,436
215,283,388
215,290,995
215,292,809
215,300,202
215,301,501
215,305,366
215,307,569
215,313,470
215,315,598
215,319,1009
215,320,597
215,321,718
215,322,779
215,324,134
215,327,1013
215,329,368
215,330,456
215,331,368
215,341,547
215,342,657
215,344,110
215,354,688
215,355,423
215,357,460
215,360,193
215,362,369
215,363,688
215,364,67
215,366,1634
215,368,536
215,373,247
215,376,834
215,377,372
215,381,285
215,383,359
215,386,824
215,394,627
215,399,210
215,400,1184
215,402,799
215,408,786
215,409,137
215,410,744
215,414,712
215,417,834
215,418,163
215,420,571
215,421,383
215,428,624
215,430,553
215,435,216
215,436,357
215,442,659
215,443,261
215,446,778
215,448,469
215,451,130
215,452,1013
215,453,92
215,454,808
215,460,385
215,464,272
215,466,236
215,476,411
215,479,192
215,480,618
215,483,1327
215,485,499
215,490,443
215,495,1166
215,497,216
215,501,735
215,502,290
215,506,471
215,507,360
215,510,885
215,512,644
215,516,509
215,517,365
215,520,499
215,528,491
215,535,549
215,536,682
215,537,267
215,541,545
215,542,309
215,545,399
215,549,427
215,551,722
215,554,1021
215,555,269
215,556,638
215,565,687
215,566,665
215,567,471
215,572,378
215,576,1186
215,578,587
215,587,483
215,591,495
215,597,231
215,601,190
215,604,680
215,605,601
215,607,170
215,608,583
215,612,406
215,626,675
215,627,449
215,637,366
215,649,906
215,655,802
215,656,721
215,657,960
215,668,524
215,670,495
215,672,49
215,677,561
215,681,692
215,682,948
215,683,739
215,685,167
215,688,579
215,691,458
215,693,345
215,697,323
215,700,342
215,701,458
215,702,755
215,704,409
215,710,319
215,713,819
215,715,377
215,718,742
215,721,124
215,726,448
215,728,434
215,732,475
215,737,714
215,739,306
215,740,225
215,741,861
215,743,397
215,748,353
215,752,440
215,755,821
215,756,671
215,757,81
215,759,319
215,760,801
215,761,564
215,764,491
215,767,509
215,771,235
215,772,413
215,773,1313
215,774,515
215,779,535
215,780,392
215,782,685
215,783,369
215,785,380
215,788,1010
215,796,387
215,797,932
215,799,672
215,800,190
215,805,551
215,806,406
215,818,498
215,824,451
215,825,430
215,829,342
215,839,262
215,840,216
215,842,659
215,843,303
215,844,577
215,848,483
215,850,771
215,851,223
215,854,284
215,857,340
215,860,701
215,861,694
215,867,484
215,868,610
215,872,416
215,880,196
215,883,289
215,884,557
215,888,506
215,890,441
215,891,248
215,892,365
215,894,516
215,896,470
215,898,137
215,905,482
215,909,735
215,917,310
215,918,581
215,919,329
215,921,198
215,927,567
215,928,600
215,929,679
215,932,226
215,933,482
215,934,930
215,935,371
215,936,255
215,937,266
215,939,694
215,945,509
215,948,254
215,949,295
215,950,685
215,952,436
215,953,908
215,954,393
215,958,405
215,965,771
215,973,244
215,975,553
215,979,529
215,981,565
215,983,616
215,985,521
215,986,388
215,987,847
215,988,444
215,990,572
215,998,674
216,221,1047
216,223,1139
216,231,696
216,232,410
216,233,763
216,234,292
216,238,235
216,242,1411
216,247,1075
216,249,931
216,252,293
216,253,599
216,254,989
216,257,386
216,258,755
216,260,470
216,263,626
216,264,1059
216,265,771
216,266,512
216,267,465
216,269,1097
